division	Amazonas
division	Ancash
division	Apurimac
division	Arequipa
division	Ayacucho 
division	Cajamarca
division	Callao
division	Cusco
division	Huancavelica
division	Huanuco
division	Ica
division	Junin
division	La Libertad
division	Lambayeque
division	Lima
division	Loreto
division	Moquegua
division	Pasco
division	Piura
division	San Martin
division	Tacna
division	Ucayali
